,index,track_id,streams,country,artists,artist_genres,duration,name,date,acousticness,danceability,duration_ms,instrumentalness,key,energy,liveness,loudness,mode,speechiness,tempo,time_signature,valence,key_normalized,tempo_normalized,time_signature_normalized,embedding_0,embedding_1
14228,23.0,0jVPEBd4wyHupkTHwzQRyc,1913331,au,"['Peking Duk', 'Elliphant']","['australian pop', 'aussietronica', 'edm', 'australian electropop', 'swedish indie pop']",206393,Stranger (feat. Elliphant),2016/11,0.045,0.528,206394,0.0,1,0.874,0.0888,-3.028,0,0.0456,105.042,4,0.376,0.09090909090909091,0.34111548003557557,0.75,6.900072,7.0675855
14232,82.0,2RlcBZiskvuupu6pG8bsNe,1814706,au,"['Cashmere Cat', 'Selena Gomez', 'Tory Lanez']","['pop rap', 'downtempo', 'pop', 'melodic rap', 'shiver pop', 'canadian trap', 'rap', 'toronto rap', 'r&b', 'canadian hip hop', 'dance pop', 'trap', 'post-teen pop']",218986,Trust Nobody,2016/11,0.451,0.592,218987,0.0,7,0.652,0.117,-7.209,0,0.164,78.488,5,0.726,0.6363636363636364,0.18574170294434303,1.0,10.609446,5.988871
14263,145.0,4ckuS4Nj4FZ7i3Def3Br8W,2012681,ca,"['Drake', '21 Savage']","['canadian pop', 'toronto rap', 'canadian hip hop', 'atl hip hop', 'hip hop', 'rap']",251333,Sneakin’,2016/11,0.00496,0.806,251333,1.45e-06,8,0.558,0.16,-6.538,1,0.172,85.011,4,0.26,0.7272727272727273,0.22390932921406168,0.75,10.186582,7.3373494
14344,16.0,1sTUEdVO85YU8Ymk2jeAls,5287,cy,['MiC LOWRY'],[],214744,Oh Lord,2016/11,0.0217,0.273,214745,0.0,7,0.794,0.0616,-6.644,0,0.0675,95.902,4,0.377,0.6363636363636364,0.2876351636006179,0.75,7.2712173,7.692045
14345,23.0,2Ae5awwKvQpTBKQHr1TYCg,5233,cy,"['Nause', 'Pretty Sister']","['progressive electro house', 'la pop', 'pop dance', 'edm', 'swedish pop']",195428,Dynamite (feat. Pretty Sister),2016/11,0.0548,0.811,195429,2.09e-05,9,0.801,0.0742,-6.0,0,0.0802,105.055,4,0.693,0.8181818181818182,0.3411915461311614,0.75,9.581169,9.600565
14348,71.0,6giHzoNmL0kwyBZAXGIIc2,4937,cy,['James Hersey'],[],206099,Miss You,2016/11,0.0929,0.871,206099,0.00422,5,0.595,0.107,-7.618,0,0.0552,120.011,4,0.623,0.45454545454545453,0.4287026634835931,0.75,9.779377,8.5424385
14390,96.0,2nYpbaLykC2cjU8Yt5KF1v,2915955,de,['Mark Forster'],['german pop'],208280,Chöre,2016/11,0.22,0.773,208280,0.0,6,0.623,0.389,-6.173,0,0.0377,129.962,4,0.714,0.5454545454545454,0.48692833403548186,0.75,7.7205176,11.35498
14395,92.0,2enmDYf6Ux3oP1p1uyf6FM,2589810,de,['Philipp Poisel'],"['german pop', 'german rock']",236587,Erkläre mir die Liebe,2016/11,0.578,0.756,236587,0.247,0,0.621,0.0912,-8.769,1,0.0771,104.007,4,0.509,0.0,0.3350594485793194,0.75,5.509183,4.479439
14424,41.0,1D3ODoXHBLpdxolZRHWV1j,4330253,gb,"['Jonas Blue', 'RAYE']","['pop', 'uk pop', 'post-teen pop', 'pop dance', 'electropop', 'uk dance', 'dance pop', 'uk contemporary r&b', 'tropical house', 'edm']",201254,By Your Side,2016/11,0.0778,0.696,201254,0.0,6,0.743,0.0581,-3.838,1,0.0331,122.978,4,0.644,0.5454545454545454,0.44606328699152736,0.75,8.7097,9.404094
14430,67.0,20js7QbHkIuzrgecUTPfl7,3508424,gb,['Louisa Johnson'],['uk pop'],190853,So Good,2016/11,0.0938,0.549,190853,0.0,0,0.684,0.235,-4.875,0,0.0349,147.012,4,0.408,0.0,0.5866919440153536,0.75,5.392506,8.253658
14434,76.0,2ACOWPLUe4A4KuQ5ioD2od,3231022,gb,['Fifth Harmony'],"['pop', 'uk pop', 'post-teen pop', 'talent show', 'girl group', 'dance pop']",204013,That's My Girl,2016/11,0.0358,0.596,204013,3.19e-05,5,0.851,0.365,-4.245,0,0.121,202.049,4,0.612,0.45454545454545453,0.9087265365351309,0.75,5.855086,9.285965
14441,218.0,6nxQdXa1uAL0rY72wPZu89,3162755,gb,['John Legend'],"['pop', 'pop soul', 'urban contemporary', 'neo soul', 'r&b']",210293,Love Me Now,2016/11,0.591,0.495,210293,0.0,8,0.762,0.0763,-3.842,1,0.0862,123.893,4,0.708,0.7272727272727273,0.4514171698731452,0.75,9.438416,9.333873
14444,146.0,4PXVZqZdzzfqFX39LS52b3,2761340,gb,"['Kideko', 'George Kwali', 'Nadia Rose', 'Sweetie Irie']","['deep groove house', 'uk dance', 'edm', 'pop dance', 'house', 'tropical house', 'brighton indie', 'disco house']",168000,Crank It (Woah!) - Radio Edit,2016/11,0.0881,0.801,168000,0.000338,7,0.915,0.0806,-6.8,1,0.167,124.977,4,0.808,0.6363636363636364,0.4577599119973787,0.75,9.76468,10.189724
14445,204.0,6OJ5jV3ClJbMgyZj6H5hK0,2710966,gb,"['Giggs', ""Donae'o""]","['azonto', 'london rap', 'uk hip hop', 'uk funky', 'uk alternative hip hop', 'grime']",189426,Lock Doh,2016/11,0.183,0.883,189427,0.000721,6,0.637,0.111,-5.779,1,0.0756,92.502,4,0.672,0.5454545454545454,0.2677409539858634,0.75,9.995462,8.780068
14498,46.0,1WniHvhq9zTkny0WvGXX8o,27258777,global,"['Shakira', 'Maluma']","['colombian pop', 'trap latino', 'reggaeton', 'latin pop', 'reggaeton colombiano', 'dance pop']",195612,Chantaje,2016/11,0.168,0.859,195613,4.65e-05,8,0.756,0.163,-3.36,0,0.0643,102.033,4,0.91,0.7272727272727273,0.3235091045265178,0.75,9.845282,10.251808
14523,208.0,6stYbAJgTszHAHZMPxWWCY,3313777,mx,"['IAmChino', 'Pitbull', 'Yandel', 'El Chacal']","['pop', 'dance pop', 'pop rap', 'reggaeton', 'cubaton', 'latin hip hop', 'miami hip hop', 'reggaeton flow', 'trap latino']",252003,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",2016/11,0.167,0.761,252003,0.0,0,0.829,0.189,-3.203,0,0.0681,92.033,4,0.813,0.0,0.2649967233066517,0.75,8.770315,12.473004
14528,138.0,4pHmECznSREmwzQZMkXZP6,3030155,mx,['Christian Nodal'],"['musica mexicana', 'mariachi', 'ranchera', 'nueva musica mexicana']",201080,Adios Amor,2016/11,0.318,0.6,201080,0.0,2,0.426,0.314,-5.353,1,0.028,89.105,4,0.73,0.18181818181818182,0.24786429808547492,0.75,7.7577305,11.395122
14532,9.0,0JoHqmlqE0W0i9prt6kcHR,2901961,mx,"['Maluma', 'Trap Capos', 'Noriel', 'Bryant Myers', 'Juhn']","['latin hip hop', 'reggaeton', 'reggaeton flow', 'reggaeton colombiano', 'trap latino']",278106,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",2016/11,0.0983,0.772,278107,4.35e-06,6,0.547,0.107,-6.373,0,0.0541,130.099,4,0.0957,0.5454545454545454,0.48772995365819405,0.75,9.423079,7.4181967
14534,44.0,1lxswgIpzV6HhENRvkflES,2724485,mx,"['Farruko', 'Ky-Mani Marley']","['latin hip hop', 'reggaeton', 'reggae', 'reggae fusion', 'modern reggae', 'trap latino', 'roots reggae']",197840,Chillax (feat. Ky-Mani Marley),2016/11,0.0724,0.827,197840,0.0,1,0.646,0.247,-4.727,0,0.0766,92.057,4,0.512,0.09090909090909091,0.26513715302157936,0.75,8.3386545,11.692411
14538,193.0,6SdlwHgDMQ0f2UAbG5nM0a,2517725,mx,['Juanes'],"['latin pop', 'mexican pop', 'tropical', 'colombian pop', 'rock en espanol']",166600,Fuego,2016/11,0.0525,0.779,166600,0.0,0,0.659,0.128,-5.455,1,0.0808,95.003,4,0.922,0.0,0.2823749005289519,0.75,9.901918,12.347733
14578,145.0,4gmmRb6bZJffOOiww1JGTO,11183124,us,"['21 Savage', 'Metro Boomin']","['atl hip hop', 'trap', 'hip hop', 'rap']",235040,No Heart,2016/11,0.136,0.906,235040,6.44e-05,4,0.444,0.173,-8.692,0,0.384,140.063,4,0.678,0.36363636363636365,0.5460316903056687,0.75,13.833049,8.413473
14588,70.0,2ANLarE8yHVsLWW21nj79M,9742329,us,['Lil Uzi Vert'],"['trap', 'melodic rap', 'rap', 'philly rap']",163944,You Was Right,2016/11,0.069,0.843,163944,0.0,0,0.359,0.12,-7.417,1,0.461,81.987,4,0.156,0.0,0.20621518513317416,0.75,13.809706,7.750764
14590,121.0,40yJGQyEaBbIkXpwMFkXip,9704380,us,['Lil Yachty'],"['melodic rap', 'underground hip hop', 'viral rap', 'atl hip hop', 'trap', 'hip hop', 'rap']",243269,One Night,2016/11,0.345,0.764,243270,0.0,0,0.475,0.14,-12.618,1,0.114,129.974,4,0.34,0.0,0.4869985488929457,0.75,9.174284,5.678285
14594,164.0,56cswAa9WdFBsjsTyPBAKA,8681062,us,"['Machine Gun Kelly', 'Camila Cabello']","['pop rap', 'pop', 'uk pop', 'ohio hip hop', 'dance pop', 'post-teen pop']",239280,Bad Things - With Camila Cabello,2016/11,0.223,0.674,239280,0.0,2,0.694,0.183,-4.739,1,0.129,137.839,4,0.242,0.18181818181818182,0.5330185367223704,0.75,7.525499,6.2823277
14598,3.0,0B8B8cVRFIG1yznoQe7c9s,8245505,us,"['The Chainsmokers', 'XYLØ']","['vapor soul', 'pop', 'indie poptimism', 'indie electropop', 'alt z', 'la pop', 'uk pop', 'pop dance', 'electropop', 'dance pop', 'tropical house', 'edm']",247426,Setting Fires,2016/11,0.017,0.626,247427,0.0,8,0.717,0.261,-5.751,0,0.0375,105.039,4,0.56,0.7272727272727273,0.3410979263212096,0.75,6.9837956,9.904172
14610,274.0,76gwG061wqdatYhicO2hG4,336150,at,['Alle Farben'],"['dance pop', 'deep euro house', 'tropical house', 'edm', 'pop dance', 'german dance']",166213,Bad Ideas,2016/12,0.0163,0.749,166213,0.0237,7,0.71,0.0892,-6.63,1,0.0331,120.005,4,0.678,0.6363636363636364,0.4286675560548612,0.75,9.215565,9.3276615
14616,158.0,3ujORpm8Hf7QWEtfqSAZL8,309419,at,['Alan Walker'],['electro house'],161144,Alone,2016/12,0.196,0.671,161145,0.000214,10,0.924,0.12,-3.239,1,0.0529,97.012,4,0.17,0.9090909090909091,0.29413003791602305,0.75,8.037265,8.3922415
14620,177.0,4RepvCWqsP6zBuzvwYibAS,256335,at,"['The Weeknd', 'Daft Punk']","['pop', 'filter house', 'canadian pop', 'canadian contemporary r&b', 'electro']",269186,I Feel It Coming,2016/12,0.429,0.769,269187,0.0,0,0.813,0.0952,-5.9,0,0.143,92.985,4,0.567,0.0,0.2705671019987829,0.75,10.675723,11.415475
14622,199.0,550rQQCGkrTzvp4SfpOPzx,252723,at,['Pentatonix'],['a cappella'],268960,Hallelujah,2016/12,0.454,0.322,268960,0.0,7,0.377,0.338,-7.385,0,0.0356,118.669,4,0.366,0.6363636363636364,0.42085030192388706,0.75,8.6875105,4.4496117
14627,67.0,1cG0umU5TKStygKsPFZ9pY,229254,at,"['Robin Schulz', 'David Guetta', 'Cheat Codes']","['pop', 'german dance', 'pop edm', 'big room', 'uk pop', 'post-teen pop', 'pop dance', 'deep house', 'electro house', 'electropop', 'dance pop', 'tropical house', 'deep euro house', 'edm']",191379,Shed a Light,2016/12,0.112,0.483,191379,0.0,8,0.787,0.257,-5.244,1,0.102,122.058,4,0.58,0.7272727272727273,0.44068014791929977,0.75,6.9571977,9.247858
14643,18.0,0SvD6EdetxVtXei2JhkV4B,183425,at,['Melanie Thornton'],[],231933,Wonderful Dream (Holidays Are Coming) - Radio Version,2016/12,0.114,0.578,231933,0.0,8,0.676,0.255,-5.478,1,0.033,149.965,4,0.524,0.7272727272727273,0.6039706501895802,0.75,6.377582,8.90233
14645,156.0,3qCeq0rWK67SoBDgFd2sId,177358,at,['José Feliciano'],"['bolero', 'puerto rican pop', 'latin pop']",182306,Feliz Navidad,2016/12,0.406,0.514,182307,1.93e-06,2,0.818,0.299,-9.642,1,0.0451,148.733,4,0.967,0.18181818181818182,0.5967619248232926,0.75,6.728889,11.313872
14675,12.0,0HVj61S4pQJdQhgZP61G65,2460797,au,['Zara Larsson'],"['swedish electropop', 'pop', 'scandipop', 'swedish pop', 'post-teen pop', 'pop dance', 'uk pop', 'electropop', 'dance pop', 'tropical house', 'edm']",226720,I Would Like,2016/12,0.0853,0.486,226720,0.0,2,0.713,0.0839,-3.949,0,0.0524,121.028,4,0.297,0.18181818181818182,0.43465337265365356,0.75,6.724199,6.7831955
14680,167.0,4F7A0DXBrmUAkp32uenhZt,2249417,au,['The Weeknd'],"['canadian contemporary r&b', 'pop', 'canadian pop']",249213,Party Monster,2016/12,0.189,0.573,249213,2.31e-05,1,0.63,0.259,-8.389,1,0.105,77.525,4,0.218,0.09090909090909091,0.18010696063286996,0.75,7.688178,6.703818
14685,85.0,1yNyoWWWikbLhwIGWjZuDW,1982413,au,"['The Vamps', 'Matoma']","['pop', 'boy band', 'norwegian pop', 'post-teen pop', 'pop dance', 'electro house', 'electropop', 'dance pop', 'edm', 'tropical house', 'pop edm', 'uk pop']",197793,All Night,2016/12,0.00251,0.563,197793,0.0,8,0.775,0.326,-6.433,1,0.0366,144.945,4,0.458,0.7272727272727273,0.5745974348172073,0.75,6.5054293,9.441084
14687,209.0,5HR4CYT5nPpFy8m9wJQgrr,1913069,au,['The Weeknd'],"['canadian contemporary r&b', 'pop', 'canadian pop']",232880,Rockin’,2016/12,0.0123,0.737,232880,0.0,9,0.881,0.0806,-5.567,0,0.227,112.992,4,0.768,0.8181818181818182,0.3876328231053691,0.75,10.064401,9.765839
14691,43.0,0t2myRMEMCi2SRyg5TEFLp,1783576,au,"['Mura Masa', 'A$AP Rocky']","['hyperpop', 'vapor soul', 'channel islands indie', 'east coast hip hop', 'rap', 'hip hop']",192154,Love$ick,2016/12,0.138,0.65,192155,0.00417,6,0.776,0.27,-5.059,1,0.139,88.89,4,0.772,0.5454545454545454,0.24660628188924777,0.75,7.474224,10.979675
14695,150.0,3kxfsdsCpFgN412fpnW85Y,1575941,au,['Childish Gambino'],"['atl hip hop', 'pop', 'hip hop', 'rap']",326933,Redbone,2016/12,0.172,0.745,326933,0.00943,1,0.356,0.123,-10.425,1,0.0941,160.033,4,0.607,0.09090909090909091,0.6628809156017412,0.75,9.64998,6.34522
14697,134.0,3NdDpSvN911VPGivFlV5d0,1499477,au,"['ZAYN', 'Taylor Swift']","['uk pop', 'dance pop', 'pop', 'post-teen pop']",245200,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",2016/12,0.0631,0.735,245200,1.3e-05,0,0.451,0.325,-8.374,1,0.0585,117.973,4,0.0862,0.0,0.4167778401909844,0.75,5.586376,9.86187
14698,117.0,2v06ZOVTUrUoBNKOCqS22m,1486178,au,['Milky Chance'],['german pop'],254000,Cocoon,2016/12,0.0778,0.735,254000,0.00023,10,0.711,0.0916,-5.922,1,0.0318,114.041,4,0.795,0.9090909090909091,0.39377077189533305,0.75,9.6447525,9.794153
14707,174.0,4h90qkbnW1Qq6pBhoPvwko,2938735,ca,"['The Weeknd', 'Kendrick Lamar']","['pop', 'canadian pop', 'canadian contemporary r&b', 'conscious hip hop', 'west coast rap', 'hip hop', 'rap']",231360,Sidewalks,2016/12,0.147,0.542,231360,0.0,1,0.72,0.348,-5.136,0,0.0628,149.828,4,0.623,0.09090909090909091,0.603169030566868,0.75,5.672107,10.931731
14714,176.0,4mU5iXHeLgbR94siF7p1sY,2523649,ca,['The Weeknd'],"['canadian contemporary r&b', 'pop', 'canadian pop']",237573,Six Feet Under,2016/12,0.129,0.772,237573,0.0,6,0.504,0.125,-8.219,0,0.0761,140.035,4,0.244,0.5454545454545454,0.545867855638253,0.75,9.319863,7.445216
14715,118.0,37F0uwRSrdzkBiuj0D5UHI,2435799,ca,['The Weeknd'],"['canadian contemporary r&b', 'pop', 'canadian pop']",218880,Reminder,2016/12,0.142,0.706,218880,0.0,8,0.505,0.164,-6.923,1,0.193,160.053,4,0.388,0.7272727272727273,0.662997940364181,0.75,11.859703,9.534051
14723,231.0,6I6NX6tjGsxFAsIfGzY9lJ,2052541,ca,['J. Cole'],"['conscious hip hop', 'north carolina hip hop', 'hip hop', 'rap']",264746,Deja Vu,2016/12,0.352,0.657,264747,0.000218,9,0.421,0.187,-11.378,1,0.412,174.063,4,0.181,0.8181818181818182,0.7449737864532134,0.75,12.897221,9.409213
14729,160.0,4Km5HrUvYTaSUfiSGPJeQR,1866419,ca,"['Migos', 'Lil Uzi Vert']","['pop rap', 'melodic rap', 'philly rap', 'atl hip hop', 'trap', 'hip hop', 'rap']",343150,Bad and Boujee (feat. Lil Uzi Vert),2016/12,0.0611,0.926,343150,0.0,11,0.666,0.123,-5.314,1,0.244,127.079,4,0.168,1.0,0.4700592145297945,0.75,11.765625,8.667553
14730,0.0,00NAQYOP4AmWR549nnYJZu,1861661,ca,['The Weeknd'],"['canadian contemporary r&b', 'pop', 'canadian pop']",265600,Secrets,2016/12,0.0155,0.664,265600,9.6e-06,0,0.771,0.46,-5.779,1,0.0533,109.945,4,0.763,0.0,0.3698041005476759,0.75,6.9170866,11.951075
14732,68.0,1oGdVdYjeQvojGKDddxLQQ,1852900,ca,['The Weeknd'],"['canadian contemporary r&b', 'pop', 'canadian pop']",206013,True Colors,2016/12,0.286,0.624,206013,0.0,1,0.424,0.173,-8.237,1,0.24,76.671,4,0.584,0.09090909090909091,0.1751100032766934,0.75,13.214581,7.064568
14734,97.0,2LBqCSwhJGcFQeTHMVGwy3,1794367,ca,['The Weeknd'],"['canadian contemporary r&b', 'pop', 'canadian pop']",260253,Die For You,2016/12,0.111,0.586,260253,0.0,1,0.525,0.134,-7.163,0,0.0615,133.629,4,0.508,0.09090909090909091,0.5083848242288068,0.75,7.2275004,5.9211483
14735,20.0,0NWqNXBJTpXbkI5rPWNy3p,1754571,ca,"['The Weeknd', 'Future']","['southern hip hop', 'pop', 'canadian pop', 'canadian contemporary r&b', 'atl hip hop', 'trap', 'hip hop', 'rap']",321026,All I Know,2016/12,0.421,0.467,321027,0.000202,8,0.417,0.102,-10.614,0,0.074,120.021,4,0.171,0.7272727272727273,0.428761175864813,0.75,8.614789,4.116074
14739,179.0,4oeaIftdpT3JuZLcCkKmVE,1592045,ca,['The Weeknd'],"['canadian contemporary r&b', 'pop', 'canadian pop']",220306,False Alarm,2016/12,0.0324,0.517,220307,3.37e-05,8,0.677,0.189,-6.373,0,0.0746,173.978,4,0.192,0.7272727272727273,0.7444764312128447,0.75,5.891256,8.059222
14741,33.0,0ifooM33X1iBxVYyOkSbXW,1551691,ca,['The Weeknd'],"['canadian contemporary r&b', 'pop', 'canadian pop']",220173,A Lonely Night,2016/12,0.0431,0.853,220173,8.71e-06,7,0.663,0.0891,-6.955,0,0.0755,113.998,4,0.864,0.6363636363636364,0.39351916865608766,0.75,10.081825,9.845501
14742,225.0,6AGON2BGdPmPMJGiiNuuwl,1528029,ca,['J. Cole'],"['conscious hip hop', 'north carolina hip hop', 'hip hop', 'rap']",201666,Immortal,2016/12,0.455,0.744,201667,2.73e-06,3,0.43,0.126,-10.604,0,0.309,92.039,4,0.266,0.2727272727272727,0.2650318307353836,0.75,13.329074,7.440709
14743,152.0,43jBqV3j3Xi1g6wO0bhIMd,1491869,ca,['Sage The Gemini'],"['pop rap', 'southern hip hop', 'viral rap', 'hyphy', 'dance pop', 'rap']",193181,Now and Later,2016/12,0.273,0.781,193181,0.0,11,0.57,0.196,-5.874,0,0.188,107.059,4,0.858,1.0,0.35291742732762255,0.75,10.602149,8.683313
14745,256.0,6pDVjCUA3B1vg9waKutAsv,1485274,ca,['The Weeknd'],"['canadian contemporary r&b', 'pop', 'canadian pop']",197653,Attention,2016/12,0.688,0.671,197653,0.000182,4,0.428,0.119,-7.052,0,0.124,148.04,4,0.362,0.36363636363636365,0.5927070168047559,0.75,9.712778,4.450872
14746,49.0,15k2nBQJ0teDmPZHrOXL2N,1447882,ca,['The Weeknd'],"['canadian contemporary r&b', 'pop', 'canadian pop']",221920,Ordinary Life,2016/12,0.0275,0.537,221920,0.0,7,0.587,0.0961,-7.486,0,0.0771,149.748,4,0.365,0.6363636363636364,0.602700931517109,0.75,6.545874,7.7009706
14747,193.0,57qiTKh8bVX0VtfUNTQqhw,1441779,ca,['The Weeknd'],"['canadian contemporary r&b', 'pop', 'canadian pop']",198653,Nothing Without You,2016/12,0.0646,0.575,198653,0.0,1,0.634,0.0878,-8.1,1,0.068,109.825,4,0.191,0.09090909090909091,0.3691019519730375,0.75,7.5259905,6.396201
14780,57.0,40UroIGvsMPLPBYwH8rMNA,7354,cy,"['Vice', 'Skizzy Mars', 'Jasmine Thompson']","['pop rap', 'neo mellow', 'pop', 'viral pop', 'indie pop rap', 'chicano rap', 'underground hip hop']",177094,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),2016/12,0.153,0.779,177095,1.12e-05,9,0.671,0.115,-5.829,1,0.0814,104.953,4,0.718,0.8181818181818182,0.3405947198427187,0.75,9.945159,9.324243
14791,11.0,0hNduWmlWmEmuwEFcYvRu1,6489,cy,['Petit Biscuit'],['tropical house'],237792,Sunset Lover,2016/12,0.729,0.783,237793,0.809,6,0.467,0.109,-9.474,1,0.0503,90.838,4,0.236,0.5454545454545454,0.25800449375087764,0.75,4.711077,3.9269795
14793,47.0,3EmmCZoqpWOTY1g2GBwJoR,6226,cy,"['Steve Aoki', 'Louis Tomlinson']","['pop rap', 'pop', 'post-teen pop', 'pop dance', 'electro house', 'dance pop', 'tropical house', 'edm']",198774,Just Hold On,2016/12,0.00383,0.647,198774,1.5e-06,11,0.932,0.0574,-3.515,1,0.0824,114.991,4,0.374,1.0,0.39932944811122034,0.75,7.758301,8.780043
14807,44.0,0t4v7Q4yzb9SOQohayL33W,6368843,de,"['Bonez MC', 'RAF Camora']","['hamburg hip hop', 'german hip hop']",201987,Palmen aus Gold,2016/12,0.149,0.733,201988,0.00201,4,0.727,0.554,-5.77,0,0.127,96.017,4,0.211,0.36363636363636365,0.2883080559846463,0.75,5.592756,11.855312
14828,284.0,6rwCkGBh7CV6pcdxZKbcsG,4033075,de,"['KC Rebell', 'Moe Phoenix']","['german drill', 'german hip hop', 'deep german hip hop']",184178,iPhone 17 (feat. Moé),2016/12,0.0127,0.622,184179,0.0,6,0.628,0.0507,-8.285,0,0.117,92.839,4,0.541,0.5454545454545454,0.2697128212329729,0.75,8.877344,8.688658
14836,228.0,5NafFxaLg9Ep21oTHBw7Zq,3583997,de,['ALMA'],['dance pop'],207991,Dye My Hair,2016/12,0.428,0.821,207992,3.5e-06,6,0.564,0.0563,-5.448,1,0.088,115.465,4,0.635,0.5454545454545454,0.402102934981042,0.75,10.646122,8.311878
14880,205.0,4xX7OsX8XTGWJgRxNNIaFT,5068938,gb,"['Tom Zanetti', 'Sadie Ama']","['deep groove house', 'bassline', 'uk dance', 'pop dance', 'house', 'tropical house']",188346,You Want Me (feat. Sadie Ama),2016/12,0.157,0.893,188347,0.00558,1,0.582,0.102,-7.529,1,0.0431,126.044,4,0.459,0.09090909090909091,0.46400318307353833,0.75,9.482159,6.7915564
14887,202.0,4vb4mFvYsr2h6enhjJsq9Y,4576282,gb,['Adele'],"['british soul', 'pop', 'pop soul', 'uk pop']",240426,Water Under the Bridge,2016/12,0.0189,0.596,240427,1.54e-05,5,0.838,0.108,-6.52,0,0.0704,94.982,4,0.472,0.45454545454545453,0.2822520245283902,0.75,7.6150765,8.347137
14888,66.0,1mH6tZC6iXIHPI6EixCwxw,4322026,gb,['Wizzard'],"['classic uk pop', 'glam rock']",278946,I Wish It Could Be Christmas Everyday,2016/12,0.00422,0.383,278947,1.4e-05,9,0.914,0.444,-6.43,1,0.0515,139.955,4,0.528,0.8181818181818182,0.5453997565884943,0.75,6.5154305,10.514622
14892,220.0,5Ua3GXyHwiSfpNTMjq6m2z,4083338,gb,['Little Mix'],"['girl group', 'talent show', 'pop', 'uk pop', 'dance pop', 'post-teen pop']",213306,Touch,2016/12,0.032,0.607,213307,0.0,4,0.718,0.403,-4.095,1,0.0978,101.821,4,0.551,0.36363636363636365,0.32226864204465666,0.75,6.4900107,10.735991
14896,273.0,6sBWmE23q6xQHlnEZ8jYPT,3648366,gb,['Elton John'],"['glam rock', 'piano rock', 'mellow gold']",272393,Step Into Christmas,2016/12,0.102,0.526,272394,8.9e-06,2,0.925,0.305,-5.584,1,0.0363,140.308,4,0.819,0.18181818181818182,0.5474652436455554,0.75,6.5232053,11.322657
14897,149.0,3iwZ8hg0q1kTBB5kjg0nO4,3630711,gb,['Slade'],"['classic uk pop', 'blues rock', 'art rock', 'hard rock', 'glam rock', 'album rock']",205466,Merry Xmas Everybody,2016/12,0.0199,0.367,205467,0.000731,7,0.623,0.159,-9.436,1,0.0499,128.268,4,0.511,0.6363636363636364,0.4770163366568366,0.75,6.4989023,7.943481
14978,230.0,7eWjKYlhZyM8kPz6JJ35aN,4083474,mx,['Ozuna'],"['puerto rican pop', 'trap latino', 'reggaeton']",226704,Dile Que Tu Me Quieres,2016/12,0.119,0.733,226705,0.0,1,0.658,0.0668,-7.303,1,0.0821,175.912,4,0.82,0.09090909090909091,0.7557927257407668,0.75,11.871184,11.505785
14981,124.0,48yFrzTcnTCklWL9PRVZJj,3767499,mx,['Cartel De Santa'],"['mexican hip hop', 'latin hip hop', 'narco rap']",225240,Leve,2016/12,0.188,0.663,225240,0.0,0,0.801,0.166,-4.086,1,0.246,177.843,4,0.678,0.0,0.7670914665543228,0.75,12.95229,10.8221
14984,106.0,3dQDid3IUNhZy1OehIfYfE,3501205,mx,['Wisin'],"['trap latino', 'latin hip hop', 'reggaeton']",238800,Vacaciones,2016/12,0.256,0.772,238800,0.0,6,0.909,0.255,-3.225,0,0.166,96.031,4,0.694,0.5454545454545454,0.2883899733183542,0.75,7.8768415,11.659984
14989,79.0,2SwJ4KvVGxfv1myROwkUHb,3229292,mx,"['Sofía Reyes', 'Reykon']","['dance pop', 'reggaeton', 'latin hip hop', 'latin pop', 'reggaeton flow', 'mexican pop', 'reggaeton colombiano', 'trap latino']",225072,Llegaste tú (feat. Reykon),2016/12,0.259,0.698,225073,1.23e-06,8,0.868,0.0783,-3.016,0,0.0855,102.989,4,0.485,0.7272727272727273,0.32910288817113703,0.75,8.704968,9.310293
14997,232.0,7iXRsjttPa62GpOcqsx1aE,2873239,mx,['Reik'],"['mexican pop', 'latin arena pop', 'latin pop']",207186,Qué Gano Olvidándote,2016/12,0.141,0.593,207187,0.0,2,0.691,0.114,-7.638,1,0.0253,99.946,4,0.2,0.18181818181818182,0.31129757056593177,0.75,7.738997,6.4000883
14998,85.0,2yGNkkwU2iT0doFxkxhcXH,2752290,mx,['Banda MS de Sergio Lizárraga'],"['banda', 'musica mexicana', 'norteno']",248120,Tengo Que Colgar,2016/12,0.111,0.779,248120,5.44e-06,7,0.445,0.0992,-5.59,1,0.0329,126.007,4,0.642,0.6363636363636364,0.4637866872630249,0.75,9.827144,8.540673
15014,19.0,0SGkqnVQo9KPytSri1H6cF,19688432,us,['Big Sean'],"['pop rap', 'southern hip hop', 'pop', 'detroit hip hop', 'r&b', 'trap', 'hip hop', 'rap']",222360,Bounce Back,2016/12,0.106,0.78,222360,0.0,1,0.575,0.129,-5.628,0,0.139,81.502,4,0.273,0.09090909090909091,0.20337733464401064,0.75,8.611665,6.3859034
